,Id Sensore,Data-Ora, Medio
26496,9390,2021/01/01 00:00,68.0
26497,9390,2021/01/01 00:10,68.0
26498,9390,2021/01/01 00:20,67.0
26499,9390,2021/01/01 00:30,66.0
26500,9390,2021/01/01 00:40,67.0
26501,9390,2021/01/01 00:50,69.0
26502,9390,2021/01/01 01:00,70.0
26503,9390,2021/01/01 01:10,70.0
26504,9390,2021/01/01 01:20,71.0
26505,9390,2021/01/01 01:30,72.0
26506,9390,2021/01/01 01:40,73.0
26507,9390,2021/01/01 01:50,74.0
26508,9390,2021/01/01 02:00,74.0
26509,9390,2021/01/01 02:10,74.0
26510,9390,2021/01/01 02:20,74.0
26511,9390,2021/01/01 02:30,68.0
26512,9390,2021/01/01 02:40,68.0
26513,9390,2021/01/01 02:50,70.0
26514,9390,2021/01/01 03:00,74.0
26515,9390,2021/01/01 03:10,75.0
26516,9390,2021/01/01 03:20,74.0
26517,9390,2021/01/01 03:30,74.0
26518,9390,2021/01/01 03:40,74.0
26519,9390,2021/01/01 03:50,74.0
26520,9390,2021/01/01 04:00,75.0
26521,9390,2021/01/01 04:10,77.0
26522,9390,2021/01/01 04:20,76.0
26523,9390,2021/01/01 04:30,76.0
26524,9390,2021/01/01 04:40,77.0
26525,9390,2021/01/01 04:50,77.0
26526,9390,2021/01/01 05:00,77.0
26527,9390,2021/01/01 05:10,76.0
26528,9390,2021/01/01 05:20,76.0
26529,9390,2021/01/01 05:30,74.0
26530,9390,2021/01/01 05:40,79.0
26531,9390,2021/01/01 05:50,84.0
26532,9390,2021/01/01 06:00,86.0
26533,9390,2021/01/01 06:10,89.0
26534,9390,2021/01/01 06:20,88.0
26535,9390,2021/01/01 06:30,87.0
26536,9390,2021/01/01 06:40,87.0
26537,9390,2021/01/01 06:50,87.0
26538,9390,2021/01/01 07:00,89.0
26539,9390,2021/01/01 07:10,89.0
26540,9390,2021/01/01 07:20,90.0
26541,9390,2021/01/01 07:30,91.0
26542,9390,2021/01/01 07:40,92.0
26543,9390,2021/01/01 07:50,92.0
26544,9390,2021/01/01 08:00,92.0
26545,9390,2021/01/01 08:10,93.0
26546,9390,2021/01/01 08:20,94.0
26547,9390,2021/01/01 08:30,92.0
26548,9390,2021/01/01 08:40,91.0
26549,9390,2021/01/01 08:50,89.0
26550,9390,2021/01/01 09:00,88.0
26551,9390,2021/01/01 09:10,88.0
26552,9390,2021/01/01 09:20,88.0
26553,9390,2021/01/01 09:30,89.0
26554,9390,2021/01/01 09:40,88.0
26555,9390,2021/01/01 09:50,87.0
26556,9390,2021/01/01 10:00,87.0
26557,9390,2021/01/01 10:10,87.0
26558,9390,2021/01/01 10:20,86.0
26559,9390,2021/01/01 10:30,85.0
26560,9390,2021/01/01 10:40,84.0
26561,9390,2021/01/01 10:50,83.0
26562,9390,2021/01/01 11:00,83.0
26563,9390,2021/01/01 11:10,84.0
26564,9390,2021/01/01 11:20,84.0
26565,9390,2021/01/01 11:30,85.0
26566,9390,2021/01/01 11:40,81.0
26567,9390,2021/01/01 11:50,81.0
26568,9390,2021/01/01 12:00,81.0
26569,9390,2021/01/01 12:10,84.0
26570,9390,2021/01/01 12:20,85.0
26571,9390,2021/01/01 12:30,86.0
26572,9390,2021/01/01 12:40,86.0
26573,9390,2021/01/01 12:50,87.0
26574,9390,2021/01/01 13:00,86.0
26575,9390,2021/01/01 13:10,83.0
26576,9390,2021/01/01 13:20,80.0
26577,9390,2021/01/01 13:30,80.0
