,Id Sensore,Data-Ora, Medio
26496,9083,2021/01/01 00:00,-999.0
26497,9083,2021/01/01 00:10,-999.0
26498,9083,2021/01/01 00:20,-999.0
26499,9083,2021/01/01 00:30,-999.0
26500,9083,2021/01/01 00:40,-999.0
26501,9083,2021/01/01 00:50,-999.0
26502,9083,2021/01/01 01:00,-999.0
26503,9083,2021/01/01 01:10,-999.0
26504,9083,2021/01/01 01:20,-999.0
26505,9083,2021/01/01 01:30,-999.0
26506,9083,2021/01/01 01:40,-999.0
26507,9083,2021/01/01 01:50,-999.0
26508,9083,2021/01/01 02:00,-999.0
26509,9083,2021/01/01 02:10,-999.0
26510,9083,2021/01/01 02:20,-999.0
26511,9083,2021/01/01 02:30,-999.0
26512,9083,2021/01/01 02:40,-999.0
26513,9083,2021/01/01 02:50,-999.0
26514,9083,2021/01/01 03:00,-999.0
26515,9083,2021/01/01 03:10,-999.0
26516,9083,2021/01/01 03:20,-999.0
26517,9083,2021/01/01 03:30,-999.0
26518,9083,2021/01/01 03:40,-999.0
26519,9083,2021/01/01 03:50,-999.0
26520,9083,2021/01/01 04:00,-999.0
26521,9083,2021/01/01 04:10,-999.0
26522,9083,2021/01/01 04:20,-999.0
26523,9083,2021/01/01 04:30,-999.0
26524,9083,2021/01/01 04:40,-999.0
26525,9083,2021/01/01 04:50,-999.0
26526,9083,2021/01/01 05:00,-999.0
26527,9083,2021/01/01 05:10,-999.0
26528,9083,2021/01/01 05:20,-999.0
26529,9083,2021/01/01 05:30,-999.0
26530,9083,2021/01/01 05:40,-999.0
26531,9083,2021/01/01 05:50,-999.0
26532,9083,2021/01/01 06:00,-999.0
26533,9083,2021/01/01 06:10,-999.0
26534,9083,2021/01/01 06:20,-999.0
26535,9083,2021/01/01 06:30,-999.0
26536,9083,2021/01/01 06:40,-999.0
26537,9083,2021/01/01 06:50,-999.0
26538,9083,2021/01/01 07:00,-999.0
26539,9083,2021/01/01 07:10,-999.0
26540,9083,2021/01/01 07:20,-999.0
26541,9083,2021/01/01 07:30,-999.0
26542,9083,2021/01/01 07:40,-999.0
26543,9083,2021/01/01 07:50,-999.0
26544,9083,2021/01/01 08:00,-999.0
26545,9083,2021/01/01 08:10,-999.0
26546,9083,2021/01/01 08:20,-999.0
26547,9083,2021/01/01 08:30,-999.0
26548,9083,2021/01/01 08:40,-999.0
26549,9083,2021/01/01 08:50,-999.0
26550,9083,2021/01/01 09:00,-999.0
26551,9083,2021/01/01 09:10,-999.0
26552,9083,2021/01/01 09:20,-999.0
26553,9083,2021/01/01 09:30,-999.0
26554,9083,2021/01/01 09:40,-999.0
26555,9083,2021/01/01 09:50,-999.0
26556,9083,2021/01/01 10:00,-999.0
26557,9083,2021/01/01 10:10,-999.0
26558,9083,2021/01/01 10:20,-999.0
26559,9083,2021/01/01 10:30,-999.0
26560,9083,2021/01/01 10:40,-999.0
26561,9083,2021/01/01 10:50,-999.0
26562,9083,2021/01/01 11:00,37.0
26563,9083,2021/01/01 11:10,37.0
26564,9083,2021/01/01 11:20,38.0
26565,9083,2021/01/01 11:30,38.0
26566,9083,2021/01/01 11:40,37.0
26567,9083,2021/01/01 11:50,38.0
26568,9083,2021/01/01 12:00,37.0
26569,9083,2021/01/01 12:10,37.0
26570,9083,2021/01/01 12:20,37.0
26571,9083,2021/01/01 12:30,38.0
26572,9083,2021/01/01 12:40,38.0
26573,9083,2021/01/01 12:50,38.0
26574,9083,2021/01/01 13:00,37.0
26575,9083,2021/01/01 13:10,38.0
26576,9083,2021/01/01 13:20,37.0
26577,9083,2021/01/01 13:30,38.0
26578,9083,2021/01/01 13:40,37.0
26579,9083,2021/01/01 13:50,38.0
26580,9083,2021/01/01 14:00,38.0
26581,9083,2021/01/01 14:10,38.0
26582,9083,2021/01/01 14:20,37.0
26583,9083,2021/01/01 14:30,37.0
26584,9083,2021/01/01 14:40,37.0
26585,9083,2021/01/01 14:50,37.0
26586,9083,2021/01/01 15:00,37.0
26587,9083,2021/01/01 15:10,38.0
26588,9083,2021/01/01 15:20,37.0
26589,9083,2021/01/01 15:30,37.0
26590,9083,2021/01/01 15:40,38.0
26591,9083,2021/01/01 15:50,37.0
26592,9083,2021/01/01 16:00,38.0
26593,9083,2021/01/01 16:10,38.0
26594,9083,2021/01/01 16:20,37.0
26595,9083,2021/01/01 16:30,37.0
26596,9083,2021/01/01 16:40,37.0
26597,9083,2021/01/01 16:50,37.0
26598,9083,2021/01/01 17:00,37.0
26599,9083,2021/01/01 17:10,38.0
26600,9083,2021/01/01 17:20,37.0
26601,9083,2021/01/01 17:30,37.0
26602,9083,2021/01/01 17:40,37.0
26603,9083,2021/01/01 17:50,37.0
26604,9083,2021/01/01 18:00,38.0
26605,9083,2021/01/01 18:10,38.0
26606,9083,2021/01/01 18:20,38.0
26607,9083,2021/01/01 18:30,37.0
26608,9083,2021/01/01 18:40,37.0
26609,9083,2021/01/01 18:50,38.0
26610,9083,2021/01/01 19:00,38.0
26611,9083,2021/01/01 19:10,37.0
26612,9083,2021/01/01 19:20,37.0
26613,9083,2021/01/01 19:30,38.0
26614,9083,2021/01/01 19:40,37.0
26615,9083,2021/01/01 19:50,38.0
26616,9083,2021/01/01 20:00,38.0
26617,9083,2021/01/01 20:10,38.0
26618,9083,2021/01/01 20:20,38.0
26619,9083,2021/01/01 20:30,38.0
26620,9083,2021/01/01 20:40,38.0
26621,9083,2021/01/01 20:50,38.0
26622,9083,2021/01/01 21:00,38.0
26623,9083,2021/01/01 21:10,37.0
26624,9083,2021/01/01 21:20,37.0
26625,9083,2021/01/01 21:30,38.0
26626,9083,2021/01/01 21:40,38.0
26627,9083,2021/01/01 21:50,38.0
26628,9083,2021/01/01 22:00,38.0
26629,9083,2021/01/01 22:10,37.0
26630,9083,2021/01/01 22:20,37.0
26631,9083,2021/01/01 22:30,38.0
26632,9083,2021/01/01 22:40,38.0
26633,9083,2021/01/01 22:50,38.0
26634,9083,2021/01/01 23:00,38.0
26635,9083,2021/01/01 23:10,38.0
26636,9083,2021/01/01 23:20,38.0
26637,9083,2021/01/01 23:30,37.0
26638,9083,2021/01/01 23:40,38.0
26639,9083,2021/01/01 23:50,38.0
26640,9083,2021/01/02 00:00,38.0
26641,9083,2021/01/02 00:10,38.0
26642,9083,2021/01/02 00:20,37.0
26643,9083,2021/01/02 00:30,37.0
26644,9083,2021/01/02 00:40,38.0
26645,9083,2021/01/02 00:50,38.0
26646,9083,2021/01/02 01:00,38.0
26647,9083,2021/01/02 01:10,38.0
26648,9083,2021/01/02 01:20,38.0
26649,9083,2021/01/02 01:30,38.0
26650,9083,2021/01/02 01:40,37.0
26651,9083,2021/01/02 01:50,38.0
26652,9083,2021/01/02 02:00,38.0
26653,9083,2021/01/02 02:10,37.0
26654,9083,2021/01/02 02:20,38.0
26655,9083,2021/01/02 02:30,37.0
26656,9083,2021/01/02 02:40,37.0
26657,9083,2021/01/02 02:50,38.0
26658,9083,2021/01/02 03:00,38.0
26659,9083,2021/01/02 03:10,38.0
26660,9083,2021/01/02 03:20,37.0
26661,9083,2021/01/02 03:30,38.0
26662,9083,2021/01/02 03:40,37.0
26663,9083,2021/01/02 03:50,37.0
26664,9083,2021/01/02 04:00,38.0
26665,9083,2021/01/02 04:10,38.0
26666,9083,2021/01/02 04:20,38.0
26667,9083,2021/01/02 04:30,38.0
26668,9083,2021/01/02 04:40,38.0
26669,9083,2021/01/02 04:50,38.0
26670,9083,2021/01/02 05:00,38.0
26671,9083,2021/01/02 05:10,38.0
26672,9083,2021/01/02 05:20,38.0
26673,9083,2021/01/02 05:30,38.0
26674,9083,2021/01/02 05:40,37.0
26675,9083,2021/01/02 05:50,37.0
26676,9083,2021/01/02 06:00,38.0
